32,8,28,14,14,1.0,2,1,0,0,2,6,13,14,2,1,1,0,0
33,1,34,2,17,0.11764705882352941,0,0,2,0,4,0,34,34,2,2,2,0,2
33,2,31,2,16,0.125,0,1,2,0,4,0,31,31,2,2,2,0,2
33,3,32,2,16,0.125,0,0,2,0,4,0,32,32,2,2,2,0,2
33,4,32,2,16,0.125,0,0,2,0,4,0,32,32,2,2,2,0,2
33,5,32,2,16,0.125,0,0,2,0,4,0,32,32,2,2,2,0,2
33,6,28,2,14,0.14285714285714285,0,0,2,0,4,0,28,28,2,2,2,0,2
33,7,32,2,16,0.125,0,0,2,0,4,0,32,32,2,2,2,0,2
33,8,30,2,15,0.13333333333333333,0,0,2,0,4,0,30,30,2,2,2,0,2
34,1,52,12,18,0.6666666666666666,0,1,3,0,4,13,38,39,3,3,2,0,3
34,2,49,13,17,0.7647058823529411,2,1,3,0,3,6,36,36,2,3,2,0,3
34,3,49,14,17,0.8235294117647058,0,1,1,0,3,9,34,34,2,3,2,0,1
34,4,43,14,16,0.875,3,2,1,0,4,4,30,30,2,3,2,0,1
34,5,47,15,16,0.9375,3,1,1,0,3,9,31,32,2,4,2,0,1
34,6,49,14,17,0.8235294117647058,1,1,1,0,4,11,34,34,2,3,2,0,1
34,7,50,14,17,0.8235294117647058,1,2,1,0,4,16,33,33,3,3,2,0,1
34,8,51,14,17,0.8235294117647058,1,1,1,0,4,16,35,34,3,3,2,0,1
35,1,49,11,17,0.6470588235294118,0,3,1,0,4,18,34,33,3,3,2,0,1
35,2,50,13,18,0.7222222222222222,1,3,1,0,3,12,34,36,3,2,2,0,1
35,3,44,15,15,1.0,1,1,1,0,2,11,27,28,4,2,2,0,1
35,4,47,14,17,0.8235294117647058,1,3,1,0,3,8,32,32,4,3,2,0,1
35,5,47,15,17,0.8823529411764706,3,2,1,0,4,4,33,33,3,3,2,0,1
35,6,45,15,16,0.9375,3,2,1,0,3,5,30,31,4,2,2,0,1
35,7,48,13,17,0.7647058823529411,1,3,1,0,3,16,32,32,3,2,2,0,1
35,8,48,14,17,0.8235294117647058,1,2,1,0,4,13,32,33,3,2,2,0,1
36,1,48,18,16,1.125,16,0,2,1,6,12,27,27,8,9,1,0,1
36,2,49,17,17,1.0,14,1,2,1,5,14,28,28,8,8,1,0,1
36,3,46,16,16,1.0,14,0,2,2,6,12,27,27,8,10,1,0,0
36,4,47,14,16,0.875,10,0,2,0,5,17,26,27,5,4,1,0,2
36,5,49,17,16,1.0625,13,0,2,0,5,16,28,27,6,8,1,0,2
36,6,50,19,17,1.1176470588235294,17,1,2,4,6,11,28,28,11,11,1,0,-2
36,7,48,17,16,1.0625,14,0,2,3,5,15,27,27,9,10,1,0,-1
36,8,49,18,16,1.125,15,0,2,2,6,14,26,27,9,8,1,0,0
37,1,42,10,19,0.5263157894736842,0,2,4,0,3,11,19,19,4,6,2,0,4
37,2,40,10,18,0.5555555555555556,0,2,1,0,4,14,14,14,3,3,2,0,1
37,3,39,10,17,0.5882352941176471,0,1,4,0,2,6,17,15,5,7,2,0,4
37,4,38,8,18,0.4444444444444444,0,2,5,0,4,8,17,18,4,5,1,0,5
37,5,37,9,16,0.5625,0,1,3,0,4,9,12,13,5,6,2,0,3
37,6,45,12,18,0.6666666666666666,1,1,4,1,3,17,15,15,7,7,2,0,3
37,7,40,11,17,0.6470588235294118,0,0,2,1,4,9,11,13,5,6,2,0,1
37,8,42,10,17,0.5882352941176471,0,1,4,0,3,17,12,13,7,5,2,0,4
